"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0W150","2020-03-14 13:00:00","42.000","61.000","6.100","18.300","0.680","1014.800","","0.500","-99.000","-99.000","-99.000","18.300","","15.400",""
"C0F000","2020-03-14 13:00:00","273.000","25.000","3.400","14.500","0.990","981.800","","6.500","10.700","28.000","","18.000","","13.200",""
"C0K410","2020-03-14 13:00:00","20.000","9.000","5.300","17.500","0.780","1012.600","","13.000","-99.000","-99.000","-99.000","21.100","","15.100",""
"C0R140","2020-03-14 13:00:00","740.000","250.000","0.900","16.000","1.000","934.000","","25.500","-99.000","-99.000","-99.000","19.900","","15.500",""
"C0V800","2020-03-14 13:00:00","256.000","0.000","0.100","19.700","0.980","983.900","","24.500","-99.000","-99.000","-99.000","22.900","","19.400",""
"C0S830","2020-03-14 13:00:00","288.000","39.000","1.800","16.300","0.930","986.200","","5.000","8.800","27.000","","20.100","","16.100",""
"C0S920","2020-03-14 13:00:00","98.000","135.000","1.100","17.500","0.980","1001.400","","33.500","-99.000","-99.000","-99.000","22.300","","17.500",""
"C0AH80","2020-03-14 13:00:00","68.000","98.000","0.400","14.100","0.910","1011.700","","2.000","-99.000","-99.000","-99.000","16.700","","13.900",""
"C0K250","2020-03-14 13:00:00","12.000","19.000","4.600","18.300","0.780","1014.700","","6.500","11.700","14.000","","20.800","","15.200",""
"C0R840","2020-03-14 13:00:00","536.000","42.000","5.800","16.100","-99.000","955.200","","5.500","-99.000","-99.000","-99.000","19.700","","16.100",""
"C0I410","2020-03-14 13:00:00","180.000","34.000","1.600","16.300","0.920","994.400","","11.500","-99.000","-99.000","-99.000","20.900","","15.200",""
"C0M410","2020-03-14 13:00:00","245.000","141.000","1.100","18.900","0.980","982.900","","19.500","-99.000","-99.000","-99.000","21.100","","18.500",""
"C0F9Z0","2020-03-14 13:00:00","3193.000","322.000","8.700","5.800","0.790","694.900","","1.000","19.700","259.000","","7.300","","5.300",""
"C0G810","2020-03-14 13:00:00","26.000","18.000","2.000","18.000","0.830","1012.500","","8.000","-99.000","-99.000","-99.000","21.100","","15.900",""
"C0U650","2020-03-14 13:00:00","442.000","76.000","1.300","13.100","1.000","968.800","","13.000","-99.000","-99.000","-99.000","15.900","","12.600",""
"C0D660","2020-03-14 13:00:00","65.000","-99.000","-99.000","16.000","0.730","1010.900","","3.000","-99.000","-99.000","-99.000","17.100","","15.100",""
"C0E540","2020-03-14 13:00:00","32.000","50.000","7.000","17.200","0.720","1014.300","","1.500","14.400","43.000","","18.300","","15.400",""
"C0W170","2020-03-14 13:00:00","42.000","50.000","5.300","14.300","0.720","1015.200","","0.000","12.000","72.000","","14.800","","12.700",""
"C0Z150","2020-03-14 13:00:00","27.000","25.000","6.400","18.200","0.810","1015.300","","6.500","13.000","21.000","","20.800","","17.600",""
"C0S840","2020-03-14 13:00:00","22.000","3.000","1.800","18.300","0.970","1016.800","","14.500","-99.000","-99.000","-99.000","22.600","","18.300",""
"C0H9A0","2020-03-14 13:00:00","1595.000","131.000","1.300","14.100","0.980","846.500","","32.500","-99.000","-99.000","-99.000","14.700","","13.200",""
"C0Z300","2020-03-14 13:00:00","182.000","13.000","3.600","16.700","0.990","998.100","","12.500","-99.000","-99.000","-99.000","20.600","","16.500",""
"C0G730","2020-03-14 13:00:00","27.000","13.000","6.500","17.400","0.840","1013.700","","0.500","12.000","11.000","","20.300","","15.100",""
"C0SA00","2020-03-14 13:00:00","466.000","108.000","2.200","15.200","1.000","963.900","","27.500","-99.000","-99.000","-99.000","19.600","","15.200",""
"C0S900","2020-03-14 13:00:00","27.000","26.000","6.200","20.200","0.880","1013.900","","24.500","13.900","12.000","","24.300","","20.200",""
"C0C480","2020-03-14 13:00:00","105.000","131.000","0.600","15.000","0.800","1007.500","","9.000","-99.000","-99.000","-99.000","16.400","","14.400",""
"C0V720","2020-03-14 13:00:00","15.000","27.000","1.700","19.600","0.910","1013.900","","0.500","-99.000","-99.000","-99.000","25.300","","19.600",""
"C0UA60","2020-03-14 13:00:00","566.000","3.000","4.000","12.100","0.990","952.600","","9.500","10.000","8.000","","16.000","","12.100",""
"C0A980","2020-03-14 13:00:00","11.000","24.000","2.500","15.800","0.730","1019.700","","1.500","-99.000","-99.000","-99.000","16.800","","15.200",""
"C0C670","2020-03-14 13:00:00","250.000","42.000","1.800","12.800","0.900","990.400","","13.500","-99.000","-99.000","-99.000","15.300","","12.700",""
"C0K550","2020-03-14 13:00:00","15.000","356.000","3.900","18.200","0.770","1014.500","","13.500","9.100","332.000","","21.300","","15.200",""
"C0R350","2020-03-14 13:00:00","35.000","39.000","3.900","20.900","0.860","1011.900","","0.000","15.500","55.000","","23.600","","20.900",""
"C0T9F0","2020-03-14 13:00:00","251.000","0.000","0.100","15.600","0.960","989.200","","14.500","-99.000","-99.000","-99.000","18.900","","15.100",""
"C0D390","2020-03-14 13:00:00","146.000","224.000","0.400","16.200","0.800","1000.100","","4.500","-99.000","-99.000","-99.000","16.900","","13.900",""
"C0E430","2020-03-14 13:00:00","258.000","4.000","2.600","13.900","0.860","991.200","","6.500","7.800","359.000","","17.000","","13.400",""
"C0O990","2020-03-14 13:00:00","18.000","2.000","2.000","18.700","0.990","1013.100","","16.000","-99.000","-99.000","-99.000","22.200","","16.300",""
"CM0010","2020-03-14 13:00:00","68.000","43.000","1.200","15.100","0.750","1012.700","","3.000","-99.000","-99.000","-99.000","17.200","","14.700",""
"C0K500","2020-03-14 13:00:00","12.000","20.000","4.600","17.400","0.830","1013.300","","17.500","-99.000","-99.000","-99.000","20.900","","15.000",""
"C0X260","2020-03-14 13:00:00","39.000","351.000","3.100","16.600","0.930","1011.700","","15.500","-99.000","-99.000","-99.000","21.400","","15.600",""
"C0ACA0","2020-03-14 13:00:00","25.000","4.000","1.400","15.600","0.760","1016.200","","5.000","-99.000","-99.000","-99.000","16.800","","15.100",""
"C0X180","2020-03-14 13:00:00","62.000","353.000","1.400","17.300","0.990","1007.200","","16.000","-99.000","-99.000","-99.000","21.700","","16.200",""
"C0F930","2020-03-14 13:00:00","100.000","39.000","1.100","17.600","0.810","1004.500","","2.000","-99.000","-99.000","-99.000","19.400","","14.600",""
"C0I010","2020-03-14 13:00:00","1562.000","293.000","1.100","13.400","0.980","848.500","","31.000","-99.000","-99.000","-99.000","15.000","","13.400",""
"C0R190","2020-03-14 13:00:00","32.000","13.000","1.200","19.100","0.990","1011.200","","10.000","-99.000","-99.000","-99.000","23.900","","19.100",""
"C0E420","2020-03-14 13:00:00","19.000","38.000","5.300","16.800","0.700","1014.000","","0.500","11.100","31.000","","17.700","","15.100",""
"C0I460","2020-03-14 13:00:00","110.000","22.000","2.800","16.900","0.900","1002.900","","16.000","-99.000","-99.000","-99.000","21.400","","15.800",""
"C0A9F0","2020-03-14 13:00:00","35.000","88.000","1.300","15.900","0.760","1016.800","","1.500","7.100","69.000","","18.000","","15.700",""
"C0F9A0","2020-03-14 13:00:00","425.000","18.000","0.300","15.400","1.000","966.700","","11.000","-99.000","-99.000","-99.000","19.700","","14.700",""
"C0O950","2020-03-14 13:00:00","4.000","342.000","3.100","17.800","0.950","1014.500","","10.500","-99.000","-99.000","-99.000","22.400","","16.400",""
"C0M760","2020-03-14 13:00:00","40.000","356.000","2.200","17.200","0.850","1011.400","","18.000","-99.000","-99.000","-99.000","21.200","","15.400",""
"C0AH70","2020-03-14 13:00:00","34.000","53.000","1.100","16.200","0.650","1016.500","","3.000","-99.000","-99.000","-99.000","18.100","","15.900",""
"C0V250","2020-03-14 13:00:00","298.000","0.000","0.100","18.500","0.990","980.200","","18.500","-99.000","-99.000","-99.000","21.400","","17.900",""
"C0U980","2020-03-14 13:00:00","573.000","316.000","4.100","11.000","1.000","954.400","","9.500","-99.000","-99.000","-99.000","14.700","","11.000",""
"C0S740","2020-03-14 13:00:00","289.000","38.000","2.800","15.800","0.970","985.000","","8.500","8.800","45.000","","20.200","","15.800",""
"C0A940","2020-03-14 13:00:00","49.000","39.000","1.300","15.400","0.850","1015.100","","3.500","7.100","22.000","","15.700","","14.100",""
"C0A920","2020-03-14 13:00:00","196.000","52.000","2.900","14.800","0.810","996.500","","3.000","8.200","27.000","","15.000","","13.300",""
"C0T870","2020-03-14 13:00:00","135.000","283.000","0.800","15.600","0.990","1002.000","","25.000","-99.000","-99.000","-99.000","19.200","","15.600",""
"C0O930","2020-03-14 13:00:00","69.000","284.000","0.800","18.500","1.000","1007.200","","13.000","-99.000","-99.000","-99.000","21.500","","17.400",""
"C0AI40","2020-03-14 13:00:00","37.000","-99.000","-99.000","16.100","0.660","1016.100","","1.000","-99.000","-99.000","-99.000","18.100","","15.800",""
"C0C460","2020-03-14 13:00:00","482.000","88.000","0.400","12.700","0.870","964.100","","9.500","-99.000","-99.000","-99.000","15.800","","12.200",""
"C0E520","2020-03-14 13:00:00","320.000","145.000","1.100","13.800","0.950","980.500","","4.500","7.200","325.000","","17.300","","13.200",""
"C0T9D0","2020-03-14 13:00:00","7.000","26.000","1.100","16.600","0.920","1017.900","","4.000","-99.000","-99.000","-99.000","19.900","","15.900",""
"C0I390","2020-03-14 13:00:00","1184.000","169.000","0.400","15.400","0.990","886.500","","26.500","-99.000","-99.000","-99.000","16.900","","15.400",""
"C0B020","2020-03-14 13:00:00","86.000","11.000","8.000","15.500","0.760","1008.200","","1.000","14.100","10.000","","16.400","","14.500",""
"CM0170","2020-03-14 13:00:00","106.000","236.000","1.900","15.400","0.990","1004.500","","15.000","-99.000","-99.000","-99.000","21.000","","15.300",""
"C0F860","2020-03-14 13:00:00","2215.000","232.000","0.800","11.300","1.000","780.300","","14.000","-99.000","-99.000","-99.000","12.000","","11.200",""
"C0U890","2020-03-14 13:00:00","116.000","121.000","3.100","15.700","0.990","1007.200","","5.500","-99.000","-99.000","-99.000","18.400","","15.300",""
"C0G800","2020-03-14 13:00:00","15.000","27.000","7.300","17.000","0.860","1014.400","","6.000","14.900","39.000","","20.100","","15.400",""
"C0F850","2020-03-14 13:00:00","379.000","19.000","0.700","14.900","0.960","971.900","","10.500","-99.000","-99.000","-99.000","19.200","","13.700",""
"C0AH50","2020-03-14 13:00:00","275.000","36.000","3.300","13.600","0.870","987.700","","4.000","-99.000","-99.000","-99.000","14.700","","12.800",""
"C0Z160","2020-03-14 13:00:00","124.000","288.000","1.400","16.500","0.940","1006.900","","16.000","-99.000","-99.000","-99.000","19.900","","16.100",""
"C0R540","2020-03-14 13:00:00","17.000","16.000","1.400","20.100","0.950","1013.300","","0.000","-99.000","-99.000","-99.000","24.300","","20.000",""
"C0K480","2020-03-14 13:00:00","56.000","4.000","4.500","16.900","0.990","1008.800","","9.500","-99.000","-99.000","-99.000","20.800","","14.900",""
"C0S770","2020-03-14 13:00:00","375.000","65.000","0.800","15.600","1.000","974.100","","25.000","-99.000","-99.000","-99.000","20.200","","15.600",""
"C0B010","2020-03-14 13:00:00","38.000","41.000","2.800","16.000","0.770","1013.600","","7.500","-99.000","-99.000","-99.000","16.900","","14.800",""
"C0R490","2020-03-14 13:00:00","49.000","72.000","1.400","18.500","0.990","1009.200","","22.500","-99.000","-99.000","-99.000","23.900","","18.100",""
"C0SA40","2020-03-14 13:00:00","200.000","328.000","1.500","16.900","0.960","994.700","","16.000","7.400","346.000","","20.700","","16.900",""
"C0Z280","2020-03-14 13:00:00","224.000","48.000","0.500","16.000","0.990","993.800","","7.500","-99.000","-99.000","-99.000","20.500","","15.800",""
"C0Z070","2020-03-14 13:00:00","247.000","1.000","2.100","15.500","1.000","989.300","","11.500","-99.000","-99.000","-99.000","20.200","","15.300",""
"CM0180","2020-03-14 13:00:00","313.000","0.000","0.100","18.300","0.990","979.800","","27.000","-99.000","-99.000","-99.000","22.000","","18.000",""
"C0T9N0","2020-03-14 13:00:00","261.000","22.000","2.000","16.100","0.970","987.800","","10.500","-99.000","-99.000","-99.000","20.400","","16.100",""
"C0K470","2020-03-14 13:00:00","97.000","326.000","0.900","16.100","0.990","1004.200","","10.000","-99.000","-99.000","-99.000","21.100","","15.500",""
"C0R720","2020-03-14 13:00:00","214.000","3.000","6.900","17.500","1.000","992.200","","15.500","-99.000","-99.000","-99.000","21.700","","17.500",""
"C0V650","2020-03-14 13:00:00","28.000","7.000","3.500","19.000","0.910","1014.200","","9.000","-99.000","-99.000","-99.000","23.000","","16.900",""
"C0H9C0","2020-03-14 13:00:00","3402.000","306.000","1.500","4.800","1.000","675.100","","28.500","-99.000","-99.000","-99.000","5.900","","4.800",""
"C0U780","2020-03-14 13:00:00","15.000","12.000","1.200","15.900","0.990","1018.700","","4.000","-99.000","-99.000","-99.000","19.100","","15.800",""
"C0U760","2020-03-14 13:00:00","22.000","356.000","0.700","15.600","0.910","1018.500","","9.000","-99.000","-99.000","-99.000","18.800","","15.600",""
"C0X290","2020-03-14 13:00:00","10.000","24.000","8.500","18.300","0.800","1014.400","","13.000","-99.000","-99.000","-99.000","22.100","","16.000",""
"C0E830","2020-03-14 13:00:00","37.000","34.000","4.900","17.100","0.700","1012.300","","0.500","14.300","53.000","","18.800","","15.500",""
"C0K330","2020-03-14 13:00:00","38.000","352.000","2.700","17.200","0.900","1011.000","","9.000","-99.000","-99.000","-99.000","21.000","","14.900",""
"C0M660","2020-03-14 13:00:00","40.000","8.000","4.000","17.300","0.810","1011.600","","14.500","-99.000","-99.000","-99.000","21.000","","15.100",""
"C0D580","2020-03-14 13:00:00","120.000","0.000","0.000","14.500","0.890","1004.400","","3.000","-99.000","-99.000","-99.000","16.900","","13.600",""
"C0R640","2020-03-14 13:00:00","21.000","37.000","2.800","19.300","0.970","1013.900","","0.000","-99.000","-99.000","-99.000","24.900","","19.300",""
"C0E810","2020-03-14 13:00:00","53.000","32.000","6.100","16.400","0.780","1011.900","","1.000","11.800","28.000","","17.700","","14.500",""
"C0G830","2020-03-14 13:00:00","27.000","7.000","5.400","17.300","0.940","1011.100","","1.000","11.500","10.000","","20.800","","15.400",""
"C0A550","2020-03-14 13:00:00","422.000","0.000","0.000","11.700","1.000","971.600","","10.000","-99.000","-99.000","-99.000","15.200","","11.700",""
"C0G750","2020-03-14 13:00:00","31.000","351.000","4.700","17.400","0.780","1013.400","","-99.000","10.100","7.000","","20.700","","15.300",""
"C0Z270","2020-03-14 13:00:00","343.000","72.000","3.500","14.600","0.990","979.000","","20.500","9.200","42.000","","18.400","","14.200",""
"C0UA30","2020-03-14 13:00:00","1397.000","0.000","0.000","9.200","1.000","862.800","","18.500","-99.000","-99.000","-99.000","12.800","","8.500",""
"C0I080","2020-03-14 13:00:00","536.000","101.000","0.300","17.100","0.980","956.900","","17.500","-99.000","-99.000","-99.000","19.900","","15.600",""
"C0UA00","2020-03-14 13:00:00","392.000","121.000","0.800","14.600","0.960","974.800","","10.000","-99.000","-99.000","-99.000","16.900","","13.700",""
"C0AD40","2020-03-14 13:00:00","32.000","101.000","2.100","14.700","0.880","1016.500","","17.000","-99.000","-99.000","-99.000","16.900","","14.600",""
"C0G900","2020-03-14 13:00:00","20.000","25.000","4.400","17.800","0.800","1012.800","","2.500","16.800","20.000","","20.800","","16.100",""
"C0S660","2020-03-14 13:00:00","794.000","84.000","1.200","14.300","0.980","928.700","","12.000","-99.000","-99.000","-99.000","17.900","","14.300",""
"C0M640","2020-03-14 13:00:00","155.000","341.000","1.800","16.100","0.990","997.400","","19.000","-99.000","-99.000","-99.000","20.900","","15.500",""
"C0R660","2020-03-14 13:00:00","20.000","74.000","1.300","20.300","0.930","1013.900","","0.500","-99.000","-99.000","-99.000","24.000","","20.000",""
"C0UA10","2020-03-14 13:00:00","1711.000","201.000","0.300","8.300","1.000","832.900","","15.000","-99.000","-99.000","-99.000","12.600","","8.000",""
"C0V770","2020-03-14 13:00:00","26.000","338.000","1.000","17.700","0.920","1012.300","","10.000","-99.000","-99.000","-99.000","23.400","","17.200",""
"C0E730","2020-03-14 13:00:00","26.000","65.000","2.200","16.700","0.720","1013.700","","1.500","8.700","34.000","","17.800","","15.200",""
"C0V810","2020-03-14 13:00:00","32.000","342.000","2.400","17.300","0.940","1010.800","","4.000","-99.000","-99.000","-99.000","23.300","","17.000",""
"C0A9C0","2020-03-14 13:00:00","35.000","20.000","3.100","15.800","0.730","1016.400","","1.500","12.000","237.000","","17.900","","15.600",""
"C0X310","2020-03-14 13:00:00","9.000","5.000","9.800","18.700","0.790","1015.500","","7.500","-99.000","-99.000","-99.000","22.300","","16.100",""
"C0K280","2020-03-14 13:00:00","23.000","13.000","5.700","18.500","0.780","1015.500","","12.000","11.200","16.000","","21.000","","15.000",""
"C0M650","2020-03-14 13:00:00","20.000","360.000","5.100","18.000","0.790","1013.900","","16.000","-99.000","-99.000","-99.000","21.200","","15.300",""
"C0S910","2020-03-14 13:00:00","212.000","45.000","10.700","18.700","0.990","992.700","","5.500","18.500","49.000","","22.500","","18.500",""
"C0D570","2020-03-14 13:00:00","15.000","33.000","0.800","18.000","0.730","1016.800","","1.000","7.000","1.000","","18.100","","15.300",""
"C0M710","2020-03-14 13:00:00","15.000","10.000","5.600","18.100","0.770","1014.300","","14.000","15.100","6.000","","21.300","","15.400",""
"C0V490","2020-03-14 13:00:00","20.000","2.000","1.900","18.300","0.990","1013.300","","2.000","-99.000","-99.000","-99.000","23.900","","18.100",""
"C0E870","2020-03-14 13:00:00","34.000","42.000","6.100","16.900","0.720","1015.600","","2.000","12.800","24.000","","18.100","","15.200",""
"C0M800","2020-03-14 13:00:00","440.000","171.000","1.100","18.500","0.970","965.100","","22.000","-99.000","-99.000","-99.000","20.800","","18.400",""
"C0A570","2020-03-14 13:00:00","360.000","0.000","0.100","12.800","0.990","978.600","","14.500","-99.000","-99.000","-99.000","16.000","","12.500",""
"C0S790","2020-03-14 13:00:00","236.000","1.000","1.200","16.000","1.000","992.000","","29.000","-99.000","-99.000","-99.000","20.500","","16.000",""
"C0D590","2020-03-14 13:00:00","143.000","50.000","4.800","15.500","0.750","1002.400","","6.500","13.800","19.000","","16.300","","14.100",""
"C0U990","2020-03-14 13:00:00","31.000","60.000","1.900","16.300","0.840","1017.100","","4.000","-99.000","-99.000","-99.000","20.300","","15.800",""
"C0M700","2020-03-14 13:00:00","150.000","325.000","0.500","15.900","0.990","999.000","","19.500","-99.000","-99.000","-99.000","20.900","","15.900",""
"C0A970","2020-03-14 13:00:00","96.000","4.000","9.500","14.900","0.990","1008.800","","4.000","-99.000","-99.000","-99.000","16.000","","13.900",""
"CM0110","2020-03-14 13:00:00","7.000","44.000","7.600","17.100","0.710","1015.900","","-99.000","14.600","42.000","","20.300","","16.000",""
"C0S940","2020-03-14 13:00:00","150.000","19.000","2.500","17.100","0.920","1000.100","","8.500","8.600","25.000","","20.600","","16.600",""
"C0X250","2020-03-14 13:00:00","33.000","6.000","3.600","16.900","0.860","1011.900","","12.500","-99.000","-99.000","-99.000","21.800","","15.900",""
"C0K520","2020-03-14 13:00:00","10.000","25.000","4.900","18.000","0.770","1013.900","","9.500","11.600","22.000","","21.000","","15.500",""
"C0Z200","2020-03-14 13:00:00","153.000","191.000","0.400","16.200","0.990","1001.400","","13.000","-99.000","-99.000","-99.000","19.800","","16.000",""
"C0V740","2020-03-14 13:00:00","60.000","332.000","2.200","17.800","1.000","1009.500","","11.500","-99.000","-99.000","-99.000","22.700","","17.500",""
"C0V790","2020-03-14 13:00:00","410.000","257.000","0.700","18.700","0.990","967.300","","22.500","-99.000","-99.000","-99.000","22.300","","18.600",""
"C0G860","2020-03-14 13:00:00","45.000","2.000","1.800","17.800","0.870","1009.200","","4.500","-99.000","-99.000","-99.000","21.700","","16.200",""
"C0Z250","2020-03-14 13:00:00","1124.000","0.000","0.100","11.500","0.990","891.800","","24.500","-99.000","-99.000","-99.000","16.300","","11.400",""
"C0K440","2020-03-14 13:00:00","35.000","352.000","7.500","17.100","0.850","1011.900","","2.500","-99.000","-99.000","-99.000","20.800","","15.000",""
"C0T900","2020-03-14 13:00:00","160.000","0.000","0.100","16.000","0.930","998.100","","22.500","-99.000","-99.000","-99.000","19.500","","15.800",""
"C0F9V0","2020-03-14 13:00:00","525.000","355.000","2.900","14.000","1.000","956.200","","16.500","-99.000","-99.000","-99.000","18.700","","12.900",""
"C0UA20","2020-03-14 13:00:00","2619.000","206.000","2.600","8.500","1.000","-99.000","","6.000","-99.000","-99.000","-99.000","9.400","","7.800",""
"C0M850","2020-03-14 13:00:00","695.000","0.000","0.000","16.700","0.990","935.800","","22.500","-99.000","-99.000","-99.000","19.500","","16.100",""
"C0C620","2020-03-14 13:00:00","19.000","59.000","3.000","16.800","0.730","1016.300","","2.000","9.100","28.000","","17.300","","15.300",""
"C0I360","2020-03-14 13:00:00","300.000","168.000","1.400","17.600","0.990","979.600","","13.000","-99.000","-99.000","-99.000","21.300","","15.600",""
"C0M810","2020-03-14 13:00:00","1354.000","283.000","0.500","15.300","0.990","866.400","","35.500","-99.000","-99.000","-99.000","16.700","","14.900",""
"C0AC80","2020-03-14 13:00:00","40.000","96.000","0.700","14.800","0.890","1015.400","","2.500","-99.000","-99.000","-99.000","17.200","","14.600",""
"CM0140","2020-03-14 13:00:00","26.000","44.000","2.300","17.800","0.830","1015.300","","24.500","-99.000","-99.000","-99.000","22.200","","17.800",""
"C0SA20","2020-03-14 13:00:00","857.000","22.000","1.600","13.000","1.000","920.600","","39.500","-99.000","-99.000","-99.000","17.900","","13.000",""
"C0K490","2020-03-14 13:00:00","91.000","30.000","0.600","16.100","0.940","1005.000","","22.500","-99.000","-99.000","-99.000","21.100","","15.600",""
"C0V820","2020-03-14 13:00:00","441.000","172.000","0.800","18.200","0.990","966.800","","20.000","-99.000","-99.000","-99.000","20.900","","18.100",""
"C0S810","2020-03-14 13:00:00","65.000","22.000","1.700","17.400","0.950","1012.300","","7.500","-99.000","-99.000","-99.000","22.000","","17.400",""
"C0R580","2020-03-14 13:00:00","10.000","346.000","1.800","18.800","0.960","1014.300","","0.500","-99.000","-99.000","-99.000","24.000","","18.700",""
"C0Z330","2020-03-14 13:00:00","488.000","347.000","1.900","15.200","0.990","963.500","","10.500","-99.000","-99.000","-99.000","19.100","","15.200",""
"C0E590","2020-03-14 13:00:00","40.000","33.000","3.800","17.100","0.740","1011.500","","1.000","11.200","29.000","","18.200","","14.900",""
"C0D540","2020-03-14 13:00:00","227.000","53.000","3.200","14.200","0.900","992.300","","1.000","-99.000","-99.000","-99.000","16.600","","13.100",""
"C0K420","2020-03-14 13:00:00","42.000","16.000","4.500","16.900","0.800","1010.700","","5.000","-99.000","-99.000","-99.000","20.700","","14.900",""
"C0Z180","2020-03-14 13:00:00","34.000","358.000","1.100","17.100","0.890","1014.000","","5.500","-99.000","-99.000","-99.000","20.400","","17.100",""
"C0AD10","2020-03-14 13:00:00","27.000","43.000","1.900","16.000","0.730","1016.500","","3.500","10.000","20.000","","16.300","","15.200",""
"C0M720","2020-03-14 13:00:00","225.000","312.000","2.700","15.400","1.000","989.200","","18.000","-99.000","-99.000","-99.000","20.000","","15.000",""
"C0V450","2020-03-14 13:00:00","51.000","13.000","0.800","17.800","0.990","1009.300","","1.500","-99.000","-99.000","-99.000","24.100","","17.800",""
"C0R280","2020-03-14 13:00:00","242.000","62.000","2.500","17.900","1.000","988.900","","2.500","-99.000","-99.000","-99.000","21.100","","17.700",""
"C0E610","2020-03-14 13:00:00","850.000","0.000","0.000","12.100","0.960","920.600","","0.500","-99.000","-99.000","-99.000","15.400","","11.300",""
"C0V610","2020-03-14 13:00:00","22.000","352.000","2.300","17.700","0.930","1012.900","","9.500","-99.000","-99.000","-99.000","23.100","","16.400",""
"C0Z310","2020-03-14 13:00:00","59.000","60.000","0.900","17.100","0.990","1011.200","","7.500","-99.000","-99.000","-99.000","20.000","","16.600",""
"C0S700","2020-03-14 13:00:00","507.000","63.000","1.500","14.300","1.000","960.400","","32.500","-99.000","-99.000","-99.000","18.600","","14.300",""
"C0T9G0","2020-03-14 13:00:00","605.000","48.000","0.400","13.200","0.990","950.800","","21.500","-99.000","-99.000","-99.000","17.400","","13.100",""
"C0U520","2020-03-14 13:00:00","517.000","76.000","0.300","13.000","0.990","962.300","","4.000","-99.000","-99.000","-99.000","16.400","","12.200",""
"C0E750","2020-03-14 13:00:00","62.000","53.000","3.000","16.200","0.750","1008.900","","1.500","10.700","23.000","","18.200","","15.000",""
"C0G660","2020-03-14 13:00:00","27.000","12.000","2.200","18.200","0.800","1014.100","","3.000","-99.000","-99.000","-99.000","21.000","","15.800",""
"C0W140","2020-03-14 13:00:00","21.000","48.000","5.000","17.300","0.680","1017.700","","1.000","-99.000","-99.000","-99.000","17.400","","14.700",""
"C0U720","2020-03-14 13:00:00","1260.000","29.000","1.100","9.800","1.000","889.200","","20.000","-99.000","-99.000","-99.000","14.200","","9.500",""
"C0R690","2020-03-14 13:00:00","248.000","25.000","1.800","18.500","0.950","987.000","","0.000","8.700","35.000","","21.100","","18.500",""
"C0X150","2020-03-14 13:00:00","18.000","19.000","5.500","17.100","0.950","1015.200","","10.500","-99.000","-99.000","-99.000","22.200","","16.100",""
"C0Z050","2020-03-14 13:00:00","830.000","145.000","0.300","13.200","0.990","925.400","","9.000","-99.000","-99.000","-99.000","17.600","","13.000",""
"C0I490","2020-03-14 13:00:00","1601.000","208.000","3.300","12.500","0.990","842.200","","34.000","-99.000","-99.000","-99.000","14.200","","12.400",""
"C0I090","2020-03-14 13:00:00","910.000","32.000","1.500","16.500","1.000","913.800","","21.500","-99.000","-99.000","-99.000","17.600","","14.700",""
"C0X240","2020-03-14 13:00:00","394.000","343.000","1.100","15.900","0.970","970.600","","16.000","-99.000","-99.000","-99.000","19.900","","15.400",""
"C0S990","2020-03-14 13:00:00","409.000","16.000","3.100","16.300","1.000","971.000","","17.000","-99.000","-99.000","-99.000","20.500","","16.300",""
"C0E850","2020-03-14 13:00:00","104.000","42.000","2.100","15.300","0.820","1005.400","","3.000","7.700","55.000","","17.400","","14.200",""
"C0T9B0","2020-03-14 13:00:00","558.000","135.000","1.100","13.600","0.990","954.700","","31.500","-99.000","-99.000","-99.000","17.400","","13.500",""
"C0G650","2020-03-14 13:00:00","34.000","10.000","1.400","18.100","0.910","1011.700","","11.500","-99.000","-99.000","-99.000","21.900","","16.300",""
"C0K580","2020-03-14 13:00:00","26.000","8.000","3.200","17.900","0.990","1014.200","","5.000","-99.000","-99.000","-99.000","21.300","","15.500",""
"C0X050","2020-03-14 13:00:00","25.000","348.000","3.100","16.800","0.990","1011.600","","15.500","-99.000","-99.000","-99.000","21.900","","16.100",""
"CM0100","2020-03-14 13:00:00","25.000","76.000","4.800","16.700","0.630","1015.800","","6.000","12.400","108.000","","17.300","","15.800",""
"C0AC70","2020-03-14 13:00:00","71.000","30.000","0.500","15.500","0.740","1011.800","","3.500","-99.000","-99.000","-99.000","17.300","","15.200",""
"CM0130","2020-03-14 13:00:00","11.000","352.000","7.500","18.300","0.760","1015.000","","8.000","-99.000","-99.000","-99.000","22.800","","16.800",""
"C0W110","2020-03-14 13:00:00","16.000","31.000","6.800","14.100","0.750","1019.500","","0.000","-99.000","-99.000","-99.000","14.200","","13.300",""
"C0R670","2020-03-14 13:00:00","26.000","75.000","5.000","21.600","0.730","1013.700","","0.000","11.600","65.000","","24.300","","21.100",""
"C0X120","2020-03-14 13:00:00","28.000","347.000","4.400","16.600","0.960","1013.600","","9.500","-99.000","-99.000","-99.000","21.800","","16.000",""
"C0R100","2020-03-14 13:00:00","1006.000","184.000","1.000","16.000","0.990","903.900","","31.000","-99.000","-99.000","-99.000","17.800","","15.600",""
"C0C700","2020-03-14 13:00:00","151.000","58.000","2.600","14.300","0.770","1002.300","","7.500","9.600","63.000","","15.600","","13.800",""
