"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0X260","2020-03-14 03:00:00","39.000","2.000","1.600","20.300","0.910","1010.300","","0.000","-99.000","-99.000","-99.000","21.400","","20.300",""
"C0ACA0","2020-03-14 03:00:00","25.000","11.000","1.700","16.100","0.950","1014.800","","4.500","-99.000","-99.000","-99.000","16.800","","16.100",""
"C0X180","2020-03-14 03:00:00","62.000","357.000","0.700","20.800","0.990","1006.000","","0.000","-99.000","-99.000","-99.000","21.700","","20.800",""
"C0F930","2020-03-14 03:00:00","100.000","36.000","1.000","16.600","0.990","1003.300","","0.000","-99.000","-99.000","-99.000","19.400","","16.600",""
"C0I010","2020-03-14 03:00:00","1562.000","214.000","1.400","15.000","0.900","848.900","","0.000","-99.000","-99.000","-99.000","15.000","","14.100",""
"C0R190","2020-03-14 03:00:00","32.000","15.000","1.300","22.200","0.990","1009.900","","5.500","-99.000","-99.000","-99.000","23.900","","22.200",""
"C0E420","2020-03-14 03:00:00","19.000","42.000","3.500","16.300","0.880","1013.300","","0.000","-99.000","-99.000","-99.000","17.700","","16.300",""
"C0A9F0","2020-03-14 03:00:00","35.000","126.000","0.300","17.200","0.900","1015.200","","1.500","-99.000","-99.000","-99.000","18.000","","17.200",""
"C0F9A0","2020-03-14 03:00:00","425.000","21.000","0.600","18.600","1.000","965.400","","0.000","-99.000","-99.000","-99.000","19.700","","18.600",""
"C0O950","2020-03-14 03:00:00","4.000","351.000","1.700","21.300","0.950","1013.000","","0.000","-99.000","-99.000","-99.000","22.400","","21.300",""
"C0M760","2020-03-14 03:00:00","40.000","355.000","1.600","20.100","0.870","1009.900","","0.000","-99.000","-99.000","-99.000","21.200","","20.100",""
"C0AH70","2020-03-14 03:00:00","34.000","86.000","1.400","17.300","0.780","1015.100","","2.500","-99.000","-99.000","-99.000","18.100","","17.200",""
"C0V250","2020-03-14 03:00:00","298.000","202.000","0.600","20.900","0.990","979.700","","0.500","-99.000","-99.000","-99.000","21.400","","20.900",""
"C0U980","2020-03-14 03:00:00","573.000","313.000","4.900","13.200","1.000","953.300","","5.000","10.700","322.000","","14.700","","13.200",""
"C0S740","2020-03-14 03:00:00","289.000","40.000","2.500","19.100","1.000","982.900","","2.000","-99.000","-99.000","-99.000","20.200","","19.100",""
"C0A940","2020-03-14 03:00:00","49.000","14.000","2.100","15.100","0.990","1014.100","","2.000","-99.000","-99.000","-99.000","15.700","","15.100",""
"C0A920","2020-03-14 03:00:00","196.000","27.000","2.300","14.200","1.000","995.700","","2.000","-99.000","-99.000","-99.000","15.000","","14.200",""
"C0T870","2020-03-14 03:00:00","135.000","256.000","1.200","18.100","0.990","1000.100","","1.000","-99.000","-99.000","-99.000","19.200","","18.100",""
"C0O930","2020-03-14 03:00:00","69.000","296.000","0.500","21.000","1.000","1006.000","","0.500","-99.000","-99.000","-99.000","21.500","","21.000",""
"C0AI40","2020-03-14 03:00:00","37.000","-99.000","-99.000","17.100","0.850","1014.600","","0.500","-99.000","-99.000","-99.000","18.100","","17.000",""
"C0C460","2020-03-14 03:00:00","482.000","0.000","0.000","14.200","0.970","963.200","","7.500","-99.000","-99.000","-99.000","15.800","","14.200",""
"C0E520","2020-03-14 03:00:00","320.000","186.000","1.200","15.300","1.000","980.100","","0.000","-99.000","-99.000","-99.000","17.300","","15.300",""
"C0T9D0","2020-03-14 03:00:00","7.000","252.000","0.500","18.800","0.940","1015.400","","0.000","-99.000","-99.000","-99.000","19.900","","18.800",""
"C0I390","2020-03-14 03:00:00","1184.000","0.000","0.000","16.300","0.990","886.600","","0.000","-99.000","-99.000","-99.000","16.900","","16.200",""
"C0B020","2020-03-14 03:00:00","86.000","354.000","6.900","15.700","0.950","1007.200","","0.500","-99.000","-99.000","-99.000","16.400","","15.700",""
"CM0170","2020-03-14 03:00:00","106.000","233.000","1.500","19.700","0.990","1002.900","","0.000","-99.000","-99.000","-99.000","21.000","","19.700",""
"C0F860","2020-03-14 03:00:00","2215.000","211.000","2.000","11.500","1.000","781.000","","0.500","-99.000","-99.000","-99.000","11.600","","11.300",""
"C0U890","2020-03-14 03:00:00","116.000","115.000","2.700","17.600","0.990","1005.400","","0.500","-99.000","-99.000","-99.000","18.400","","17.600",""
"C0G800","2020-03-14 03:00:00","15.000","30.000","6.400","18.100","0.970","1012.900","","0.000","13.600","41.000","","20.100","","18.100",""
"C0F850","2020-03-14 03:00:00","379.000","27.000","0.600","16.300","0.990","971.300","","0.500","-99.000","-99.000","-99.000","19.200","","16.300",""
"C0AH50","2020-03-14 03:00:00","275.000","11.000","5.500","13.900","0.990","986.400","","3.500","-99.000","-99.000","-99.000","14.700","","13.900",""
"C0Z160","2020-03-14 03:00:00","124.000","10.000","3.200","18.400","0.970","1004.900","","2.000","-99.000","-99.000","-99.000","19.900","","18.400",""
"C0R540","2020-03-14 03:00:00","17.000","17.000","2.300","23.500","0.920","1011.800","","0.000","-99.000","-99.000","-99.000","24.300","","23.500",""
"C0K480","2020-03-14 03:00:00","56.000","346.000","3.400","19.300","0.990","1007.600","","0.000","-99.000","-99.000","-99.000","20.800","","19.300",""
"C0S770","2020-03-14 03:00:00","375.000","117.000","0.300","19.900","1.000","972.000","","0.500","-99.000","-99.000","-99.000","20.200","","19.900",""
"C0X230","2020-03-14 03:00:00","29.000","6.000","3.300","20.200","0.860","1012.300","","0.000","-99.000","-99.000","-99.000","21.300","","20.200",""
"C0B010","2020-03-14 03:00:00","38.000","34.000","3.300","16.100","1.000","1012.300","","4.000","-99.000","-99.000","-99.000","16.900","","16.100",""
"C0R490","2020-03-14 03:00:00","49.000","20.000","2.800","21.700","0.970","1007.800","","5.000","-99.000","-99.000","-99.000","23.900","","21.700",""
"C0V440","2020-03-14 03:00:00","27.000","343.000","0.500","21.500","0.930","1010.400","","3.500","-99.000","-99.000","-99.000","23.400","","21.400",""
"C0SA40","2020-03-14 03:00:00","200.000","0.000","0.100","20.400","0.990","992.400","","5.500","-99.000","-99.000","-99.000","20.700","","20.400",""
"C0Z280","2020-03-14 03:00:00","224.000","54.000","1.600","18.700","0.990","991.400","","2.500","-99.000","-99.000","-99.000","20.500","","18.700",""
"C0Z070","2020-03-14 03:00:00","247.000","359.000","2.600","18.400","0.990","987.000","","3.500","-99.000","-99.000","-99.000","20.200","","18.400",""
"CM0180","2020-03-14 03:00:00","313.000","65.000","0.500","20.000","0.990","979.400","","1.500","-99.000","-99.000","-99.000","22.000","","20.000",""
"C0T9N0","2020-03-14 03:00:00","261.000","19.000","2.000","19.100","1.000","985.600","","4.000","-99.000","-99.000","-99.000","20.400","","19.100",""
"C0K470","2020-03-14 03:00:00","97.000","297.000","0.400","20.300","0.990","1002.800","","0.000","-99.000","-99.000","-99.000","21.100","","20.200",""
"C0R720","2020-03-14 03:00:00","214.000","352.000","2.300","21.500","0.950","990.400","","0.000","-99.000","-99.000","-99.000","21.700","","21.500",""
"C0V650","2020-03-14 03:00:00","28.000","25.000","3.300","21.200","0.990","1012.600","","2.000","-99.000","-99.000","-99.000","23.000","","21.200",""
"C0H9C0","2020-03-14 03:00:00","3402.000","308.000","1.000","5.400","1.000","676.000","","3.000","-99.000","-99.000","-99.000","5.400","","5.100",""
"C0U780","2020-03-14 03:00:00","15.000","7.000","1.200","17.600","0.990","1016.700","","1.000","-99.000","-99.000","-99.000","19.100","","17.600",""
"C0U760","2020-03-14 03:00:00","22.000","314.000","1.500","17.800","0.950","1016.000","","0.500","7.600","271.000","","18.800","","17.800",""
"C0X290","2020-03-14 03:00:00","10.000","24.000","5.800","21.000","0.850","1013.100","","0.000","-99.000","-99.000","-99.000","22.100","","21.000",""
"C0E830","2020-03-14 03:00:00","37.000","40.000","3.800","17.000","0.850","1011.300","","0.000","11.100","34.000","","18.800","","17.000",""
"C0K330","2020-03-14 03:00:00","38.000","347.000","2.000","19.400","0.990","1009.600","","0.000","-99.000","-99.000","-99.000","21.000","","19.400",""
"C0M660","2020-03-14 03:00:00","40.000","7.000","2.900","19.600","0.900","1010.300","","0.000","-99.000","-99.000","-99.000","21.000","","19.600",""
"C0D580","2020-03-14 03:00:00","120.000","0.000","0.000","15.400","0.990","1003.600","","0.500","-99.000","-99.000","-99.000","16.900","","15.300",""
"C0R640","2020-03-14 03:00:00","21.000","43.000","4.000","23.000","0.940","1012.300","","0.000","-99.000","-99.000","-99.000","24.900","","23.000",""
"C0E810","2020-03-14 03:00:00","53.000","28.000","3.800","15.700","0.970","1011.200","","0.000","10.700","31.000","","17.700","","15.700",""
"C0G830","2020-03-14 03:00:00","27.000","1.000","4.500","18.900","1.000","1009.900","","0.000","-99.000","-99.000","-99.000","20.800","","18.900",""
"C0G750","2020-03-14 03:00:00","31.000","357.000","4.400","18.500","0.850","1012.000","","-99.000","-99.000","-99.000","-99.000","20.700","","18.500",""
"C0Z270","2020-03-14 03:00:00","343.000","58.000","4.200","16.900","0.990","977.200","","3.500","11.100","44.000","","18.400","","16.900",""
"C0UA30","2020-03-14 03:00:00","1397.000","0.000","0.100","11.300","1.000","862.500","","2.000","-99.000","-99.000","-99.000","12.800","","11.300",""
"C0I080","2020-03-14 03:00:00","536.000","0.000","0.000","19.300","0.970","956.200","","0.000","-99.000","-99.000","-99.000","19.900","","19.300",""
"C0UA00","2020-03-14 03:00:00","392.000","115.000","0.300","16.000","0.990","973.300","","0.000","-99.000","-99.000","-99.000","16.900","","16.000",""
"C0AD40","2020-03-14 03:00:00","32.000","0.000","0.000","16.200","0.970","1014.900","","12.000","-99.000","-99.000","-99.000","16.900","","15.900",""
"C0G900","2020-03-14 03:00:00","20.000","29.000","4.200","18.400","0.920","1011.400","","0.000","13.800","32.000","","20.800","","18.400",""
"C0S660","2020-03-14 03:00:00","794.000","0.000","0.100","17.900","1.000","927.700","","0.000","-99.000","-99.000","-99.000","17.900","","17.900",""
"C0M640","2020-03-14 03:00:00","155.000","336.000","0.300","19.800","0.990","996.400","","0.000","-99.000","-99.000","-99.000","20.900","","19.800",""
"C0R660","2020-03-14 03:00:00","20.000","55.000","2.600","23.300","0.900","1012.500","","0.000","-99.000","-99.000","-99.000","24.000","","23.300",""
"C0UA10","2020-03-14 03:00:00","1711.000","0.000","0.000","10.600","1.000","833.100","","0.500","-99.000","-99.000","-99.000","12.600","","10.600",""
"C0V770","2020-03-14 03:00:00","26.000","15.000","0.800","21.400","0.940","1010.900","","3.000","-99.000","-99.000","-99.000","23.400","","21.400",""
"C0E730","2020-03-14 03:00:00","26.000","55.000","1.700","16.600","0.880","1012.900","","0.500","-99.000","-99.000","-99.000","17.800","","16.500",""
"C0V810","2020-03-14 03:00:00","32.000","37.000","1.800","21.400","0.950","1009.400","","2.000","-99.000","-99.000","-99.000","23.300","","21.300",""
"C0A9C0","2020-03-14 03:00:00","35.000","228.000","1.300","17.000","0.930","1014.900","","1.000","-99.000","-99.000","-99.000","17.900","","17.000",""
"C0X310","2020-03-14 03:00:00","9.000","12.000","6.700","21.100","0.860","1014.000","","0.500","-99.000","-99.000","-99.000","22.300","","21.100",""
"C0K280","2020-03-14 03:00:00","23.000","359.000","3.200","19.600","0.900","1014.200","","0.000","-99.000","-99.000","-99.000","21.000","","19.600",""
"C0M650","2020-03-14 03:00:00","20.000","360.000","3.000","19.800","0.870","1012.500","","0.000","-99.000","-99.000","-99.000","21.200","","19.800",""
"C0S910","2020-03-14 03:00:00","212.000","161.000","0.900","22.400","0.990","991.700","","0.000","-99.000","-99.000","-99.000","22.500","","22.300",""
"C0D570","2020-03-14 03:00:00","15.000","23.000","0.700","16.200","0.990","1016.100","","0.000","6.700","19.000","","17.600","","16.100",""
"C0M710","2020-03-14 03:00:00","15.000","1.000","3.900","20.000","0.860","1013.000","","0.000","-99.000","-99.000","-99.000","21.300","","20.000",""
"C0V490","2020-03-14 03:00:00","20.000","11.000","3.000","22.200","0.990","1012.000","","0.500","-99.000","-99.000","-99.000","23.900","","22.200",""
"C0E870","2020-03-14 03:00:00","34.000","43.000","2.400","16.600","0.970","1014.900","","0.500","9.500","43.000","","18.100","","16.600",""
"C0M800","2020-03-14 03:00:00","440.000","207.000","0.600","20.400","0.980","964.600","","0.000","-99.000","-99.000","-99.000","20.800","","20.400",""
"C0A570","2020-03-14 03:00:00","360.000","0.000","0.000","14.400","0.990","977.300","","6.000","-99.000","-99.000","-99.000","16.000","","14.400",""
"C0S790","2020-03-14 03:00:00","236.000","347.000","0.300","20.100","1.000","989.600","","1.500","-99.000","-99.000","-99.000","20.500","","20.100",""
"C0D590","2020-03-14 03:00:00","143.000","47.000","4.100","14.900","0.980","1002.000","","6.000","9.600","40.000","","15.900","","14.900",""
"C0U990","2020-03-14 03:00:00","31.000","21.000","1.900","18.300","0.860","1015.100","","2.000","-99.000","-99.000","-99.000","20.300","","18.200",""
"C0M700","2020-03-14 03:00:00","150.000","0.000","0.000","20.100","0.990","997.600","","0.000","-99.000","-99.000","-99.000","20.900","","20.000",""
"C0A970","2020-03-14 03:00:00","96.000","347.000","11.300","15.000","0.990","1007.100","","2.500","-99.000","-99.000","-99.000","16.000","","15.000",""
"CM0110","2020-03-14 03:00:00","7.000","45.000","6.200","18.100","0.790","1014.300","","-99.000","13.700","34.000","","20.300","","18.100",""
"C0S940","2020-03-14 03:00:00","150.000","18.000","3.000","19.300","1.000","997.900","","5.500","8.100","6.000","","20.600","","19.300",""
"C0X250","2020-03-14 03:00:00","33.000","10.000","2.800","20.600","0.850","1010.500","","0.000","-99.000","-99.000","-99.000","21.800","","20.600",""
"C0K520","2020-03-14 03:00:00","10.000","23.000","2.600","19.600","0.860","1012.500","","0.000","-99.000","-99.000","-99.000","21.000","","19.600",""
"C0Z200","2020-03-14 03:00:00","153.000","49.000","3.500","18.300","0.990","999.300","","1.500","-99.000","-99.000","-99.000","19.800","","18.300",""
"C0V740","2020-03-14 03:00:00","60.000","343.000","1.600","21.400","1.000","1008.400","","1.000","-99.000","-99.000","-99.000","22.700","","21.400",""
"C0V790","2020-03-14 03:00:00","410.000","238.000","2.900","20.200","0.980","967.000","","1.000","-99.000","-99.000","-99.000","22.300","","20.200",""
"C0G860","2020-03-14 03:00:00","45.000","331.000","2.300","20.300","0.880","1008.100","","0.000","-99.000","-99.000","-99.000","21.700","","20.300",""
"C0F0A0","2020-03-14 03:00:00","3587.000","206.000","4.900","3.100","1.000","662.200","","0.500","10.100","193.000","","3.200","","2.900",""
"C0Z250","2020-03-14 03:00:00","1124.000","0.000","0.000","15.100","0.990","891.200","","7.000","-99.000","-99.000","-99.000","16.300","","15.100",""
"C0K440","2020-03-14 03:00:00","35.000","344.000","5.500","19.000","0.980","1010.600","","0.000","-99.000","-99.000","-99.000","20.800","","19.000",""
"C0T900","2020-03-14 03:00:00","160.000","132.000","0.600","18.100","0.930","996.100","","1.000","-99.000","-99.000","-99.000","19.500","","18.100",""
"C0F9V0","2020-03-14 03:00:00","525.000","25.000","2.400","16.000","1.000","955.600","","2.500","-99.000","-99.000","-99.000","18.700","","16.000",""
"C0UA20","2020-03-14 03:00:00","2619.000","206.000","2.600","8.000","1.000","-99.000","","0.000","-99.000","-99.000","-99.000","8.100","","7.800",""
"C0M850","2020-03-14 03:00:00","695.000","0.000","0.000","19.000","0.990","935.400","","0.000","-99.000","-99.000","-99.000","19.500","","19.000",""
"C0C620","2020-03-14 03:00:00","19.000","30.000","3.800","16.800","0.910","1015.200","","1.500","10.300","33.000","","17.300","","16.500",""
"C0I360","2020-03-14 03:00:00","300.000","271.000","1.600","19.400","0.990","978.700","","0.000","-99.000","-99.000","-99.000","21.300","","19.400",""
"C0M810","2020-03-14 03:00:00","1354.000","0.000","0.000","16.200","0.970","866.700","","0.000","-99.000","-99.000","-99.000","16.700","","15.700",""
"C0AC80","2020-03-14 03:00:00","40.000","84.000","2.100","16.400","0.930","1013.800","","1.500","-99.000","-99.000","-99.000","17.200","","16.400",""
"CM0140","2020-03-14 03:00:00","26.000","59.000","2.300","20.800","0.880","1013.000","","13.000","8.300","103.000","","22.200","","20.800",""
"C0SA20","2020-03-14 03:00:00","857.000","42.000","0.600","17.600","1.000","919.500","","5.000","-99.000","-99.000","-99.000","17.900","","17.600",""
"C0K490","2020-03-14 03:00:00","91.000","327.000","0.300","20.200","0.900","1003.500","","0.000","-99.000","-99.000","-99.000","21.100","","20.100",""
"C0M830","2020-03-14 03:00:00","540.000","0.000","0.000","20.000","0.930","954.100","","0.000","-99.000","-99.000","-99.000","20.000","","19.600",""
"C0V750","2020-03-14 03:00:00","50.000","40.000","2.300","21.600","1.000","1009.300","","11.000","-99.000","-99.000","-99.000","23.000","","21.600",""
"C0K530","2020-03-14 03:00:00","12.000","29.000","5.900","19.300","0.840","1013.400","","0.000","14.000","22.000","","21.100","","19.300",""
"C0M780","2020-03-14 03:00:00","30.000","39.000","1.000","20.100","0.860","1011.200","","0.000","-99.000","-99.000","-99.000","21.300","","20.100",""
"C0V360","2020-03-14 03:00:00","94.000","0.000","0.100","20.600","0.960","1003.200","","0.000","-99.000","-99.000","-99.000","21.700","","20.600",""
"C0K510","2020-03-14 03:00:00","10.000","1.000","2.800","19.700","0.860","1012.700","","0.000","-99.000","-99.000","-99.000","21.200","","19.700",""
"C0D650","2020-03-14 03:00:00","97.000","50.000","5.200","15.700","0.880","1006.700","","4.500","10.700","51.000","","16.300","","15.600",""
"C0V630","2020-03-14 03:00:00","19.000","21.000","1.300","21.200","0.980","1011.500","","6.500","-99.000","-99.000","-99.000","22.200","","21.200",""
"C0U910","2020-03-14 03:00:00","17.000","63.000","0.300","18.400","0.850","1016.100","","0.000","-99.000","-99.000","-99.000","19.400","","18.300",""
"C0U600","2020-03-14 03:00:00","10.000","79.000","0.900","18.500","0.830","1016.100","","0.500","-99.000","-99.000","-99.000","19.900","","18.100",""
"C0G820","2020-03-14 03:00:00","29.000","4.000","0.400","19.700","0.880","1011.000","","0.000","-99.000","-99.000","-99.000","21.200","","19.700",""
"C0R590","2020-03-14 03:00:00","72.000","14.000","2.200","21.300","0.990","1005.500","","6.000","-99.000","-99.000","-99.000","23.300","","21.300",""
"C0A9E0","2020-03-14 03:00:00","26.000","248.000","0.800","16.600","0.890","1016.200","","1.500","-99.000","-99.000","-99.000","17.100","","16.600",""
"C0R480","2020-03-14 03:00:00","57.000","52.000","1.600","21.600","0.970","1006.800","","4.000","-99.000","-99.000","-99.000","23.800","","21.600",""
"C0X300","2020-03-14 03:00:00","70.000","0.000","0.000","20.400","0.950","1006.100","","0.000","-99.000","-99.000","-99.000","21.300","","20.400",""
"C0U970","2020-03-14 03:00:00","7.000","31.000","2.600","18.100","0.790","1018.100","","0.000","-99.000","-99.000","-99.000","19.300","","17.900",""
"C0R340","2020-03-14 03:00:00","230.000","0.000","0.000","20.600","1.000","988.200","","0.000","-99.000","-99.000","-99.000","20.600","","20.400",""
"C0M750","2020-03-14 03:00:00","10.000","16.000","4.400","20.300","0.840","1013.100","","0.000","-99.000","-99.000","-99.000","21.600","","20.300",""
"C0I110","2020-03-14 03:00:00","161.000","52.000","1.000","21.000","0.900","996.400","","0.000","-99.000","-99.000","-99.000","21.800","","20.900",""
"C0V370","2020-03-14 03:00:00","74.000","49.000","0.400","20.900","1.000","1006.300","","1.500","-99.000","-99.000","-99.000","21.700","","20.800",""
"C0C690","2020-03-14 03:00:00","242.000","38.000","4.000","14.200","0.870","990.100","","3.000","9.800","45.000","","14.800","","14.200",""
"C0A540","2020-03-14 03:00:00","401.000","336.000","0.400","14.200","0.990","971.300","","7.500","-99.000","-99.000","-99.000","15.400","","14.200",""
"C0SA60","2020-03-14 03:00:00","6.000","0.000","0.200","21.900","0.960","1013.600","","0.500","-99.000","-99.000","-99.000","22.700","","21.900",""
"C0H950","2020-03-14 03:00:00","192.000","300.000","0.700","19.500","0.990","991.800","","0.000","-99.000","-99.000","-99.000","20.700","","19.500",""
"C0O960","2020-03-14 03:00:00","112.000","23.000","1.300","20.400","0.950","1000.500","","0.500","-99.000","-99.000","-99.000","21.600","","20.400",""
"C0E880","2020-03-14 03:00:00","507.000","63.000","5.900","14.700","0.990","957.300","","0.500","12.300","64.000","","16.900","","14.700",""
"C0AH10","2020-03-14 03:00:00","30.000","109.000","0.900","17.200","1.000","1014.800","","4.000","-99.000","-99.000","-99.000","18.100","","17.100",""
"C0R680","2020-03-14 03:00:00","13.000","308.000","0.600","22.100","0.960","1013.400","","0.000","-99.000","-99.000","-99.000","22.100","","21.800",""
"C0X210","2020-03-14 03:00:00","38.000","7.000","2.400","20.100","0.980","1008.200","","0.000","-99.000","-99.000","-99.000","21.600","","20.100",""
"C0D430","2020-03-14 03:00:00","87.000","68.000","0.400","16.000","0.940","1006.200","","0.000","-99.000","-99.000","-99.000","17.500","","16.000",""
"C0AD30","2020-03-14 03:00:00","20.000","337.000","1.900","16.700","0.870","1014.100","","2.000","-99.000","-99.000","-99.000","17.300","","16.700",""
"C0R240","2020-03-14 03:00:00","87.000","27.000","1.200","22.000","0.950","1003.600","","0.500","-99.000","-99.000","-99.000","23.000","","22.000",""
"C0AI30","2020-03-14 03:00:00","26.000","0.000","0.200","16.900","0.960","1016.600","","3.500","-99.000","-99.000","-99.000","17.500","","16.900",""
"C0U960","2020-03-14 03:00:00","1885.000","12.000","3.200","9.100","0.990","814.700","","0.000","-99.000","-99.000","-99.000","12.300","","8.900",""
"C0T9E0","2020-03-14 03:00:00","415.000","50.000","2.000","16.400","0.970","969.500","","2.500","-99.000","-99.000","-99.000","18.000","","16.400",""
"C0D550","2020-03-14 03:00:00","1956.000","336.000","0.400","11.800","0.940","811.500","","0.500","-99.000","-99.000","-99.000","12.600","","11.600",""
"C0C630","2020-03-14 03:00:00","209.000","25.000","2.800","14.700","0.980","994.000","","12.500","-99.000","-99.000","-99.000","15.700","","14.600",""
"C0G840","2020-03-14 03:00:00","32.000","4.000","2.100","19.400","0.910","1010.000","","0.000","-99.000","-99.000","-99.000","20.700","","19.400",""
"C0S890","2020-03-14 03:00:00","238.000","0.000","0.100","20.400","1.000","990.800","","3.000","-99.000","-99.000","-99.000","20.700","","20.400",""
"C0T820","2020-03-14 03:00:00","550.000","0.000","0.200","17.800","0.970","956.100","","0.000","-99.000","-99.000","-99.000","18.500","","17.800",""
"C0F9I0","2020-03-14 03:00:00","194.000","40.000","2.300","16.300","1.000","992.000","","1.000","8.600","3.000","","18.500","","16.300",""
"C0C650","2020-03-14 03:00:00","208.000","26.000","1.100","14.200","0.960","994.000","","9.000","-99.000","-99.000","-99.000","15.200","","14.200",""
"C0R600","2020-03-14 03:00:00","766.000","77.000","2.500","19.000","0.990","928.500","","6.000","-99.000","-99.000","-99.000","21.400","","19.000",""
"C0Z320","2020-03-14 03:00:00","646.000","57.000","0.800","17.400","1.000","942.300","","2.000","-99.000","-99.000","-99.000","17.900","","17.400",""
"C0V210","2020-03-14 03:00:00","734.000","171.000","1.000","19.800","0.940","933.200","","0.000","-99.000","-99.000","-99.000","19.900","","19.800",""
"C0K240","2020-03-14 03:00:00","1132.000","323.000","1.400","16.500","0.990","892.300","","0.000","-99.000","-99.000","-99.000","17.600","","16.500",""
"C0M520","2020-03-14 03:00:00","15.000","25.000","2.900","19.900","0.850","1012.100","","0.000","-99.000","-99.000","-99.000","21.300","","19.900",""
"C0A530","2020-03-14 03:00:00","300.000","0.000","0.000","14.800","0.990","983.700","","8.000","-99.000","-99.000","-99.000","16.000","","14.800",""
"C0E820","2020-03-14 03:00:00","220.000","31.000","3.000","15.100","0.940","991.000","","0.500","9.500","19.000","","17.000","","15.100",""
"C0K450","2020-03-14 03:00:00","35.000","352.000","4.500","19.500","0.840","1009.500","","0.000","-99.000","-99.000","-99.000","21.100","","19.500",""
"C0G760","2020-03-14 03:00:00","53.000","344.000","2.100","19.900","0.990","1010.700","","0.000","-99.000","-99.000","-99.000","21.000","","19.900",""
"CM0120","2020-03-14 03:00:00","4.000","39.000","6.800","19.800","0.760","1014.100","","0.000","15.200","34.000","","21.700","","19.800",""
"C0Z290","2020-03-14 03:00:00","946.000","0.000","0.000","15.700","0.990","910.500","","4.500","-99.000","-99.000","-99.000","17.000","","15.700",""
"C0V680","2020-03-14 03:00:00","40.000","356.000","1.400","21.700","0.940","1009.200","","2.500","-99.000","-99.000","-99.000","23.800","","21.700",""
"C0F9U0","2020-03-14 03:00:00","74.000","41.000","2.500","18.900","0.870","1005.900","","0.000","-99.000","-99.000","-99.000","21.100","","18.900",""
"C0AI10","2020-03-14 03:00:00","76.000","345.000","1.000","16.000","0.960","1009.200","","7.500","-99.000","-99.000","-99.000","17.100","","16.000",""
"C0V530","2020-03-14 03:00:00","34.000","44.000","2.600","21.000","1.000","1009.900","","4.500","-99.000","-99.000","-99.000","22.400","","21.000",""
"C0R550","2020-03-14 03:00:00","38.000","360.000","2.600","22.100","1.000","1010.400","","0.000","-99.000","-99.000","-99.000","23.700","","22.100",""
"C0F9L0","2020-03-14 03:00:00","253.000","45.000","3.900","16.500","0.990","985.300","","0.000","10.100","38.000","","18.900","","16.500",""
"C0A950","2020-03-14 03:00:00","60.000","333.000","11.200","15.700","1.000","1011.300","","0.500","-99.000","-99.000","-99.000","16.200","","15.600",""
"C0R160","2020-03-14 03:00:00","45.000","32.000","2.000","21.300","0.990","1008.200","","5.000","-99.000","-99.000","-99.000","23.300","","21.300",""
"C0F9S0","2020-03-14 03:00:00","43.000","357.000","4.100","18.600","0.850","1009.800","","0.000","-99.000","-99.000","-99.000","20.900","","18.600",""
"C0M820","2020-03-14 03:00:00","980.000","227.000","0.700","17.300","0.920","906.400","","0.000","-99.000","-99.000","-99.000","18.200","","17.300",""
"C0G870","2020-03-14 03:00:00","12.000","30.000","3.200","19.000","0.770","1014.200","","0.000","-99.000","-99.000","-99.000","20.800","","19.000",""
"C0R530","2020-03-14 03:00:00","16.000","19.000","2.000","22.700","0.840","1012.000","","0.000","-99.000","-99.000","-99.000","24.000","","22.600",""
"C0O840","2020-03-14 03:00:00","134.000","320.000","0.500","20.000","1.000","997.100","","0.000","-99.000","-99.000","-99.000","20.900","","20.000",""
"C0A890","2020-03-14 03:00:00","40.000","343.000","0.700","15.900","0.960","1013.100","","2.000","-99.000","-99.000","-99.000","17.100","","15.900",""
"C0T9H0","2020-03-14 03:00:00","725.000","64.000","4.600","15.200","0.990","934.700","","6.000","10.500","30.000","","17.000","","15.200",""
"C0R270","2020-03-14 03:00:00","51.000","4.000","2.200","22.800","1.000","1007.100","","0.000","-99.000","-99.000","-99.000","23.600","","22.800",""
"C0O980","2020-03-14 03:00:00","18.000","15.000","1.500","20.900","0.990","1013.400","","0.000","-99.000","-99.000","-99.000","22.000","","20.900",""
"C0T9I0","2020-03-14 03:00:00","152.000","34.000","4.400","18.100","0.990","999.500","","2.500","-99.000","-99.000","-99.000","19.900","","18.100",""
"C0V760","2020-03-14 03:00:00","30.000","43.000","2.300","21.800","1.000","1010.900","","2.000","-99.000","-99.000","-99.000","23.800","","21.800",""
"C0AG90","2020-03-14 03:00:00","25.000","136.000","0.300","16.900","1.000","1016.300","","8.000","-99.000","-99.000","-99.000","18.100","","16.800",""
"C0R570","2020-03-14 03:00:00","37.000","10.000","1.100","22.200","0.950","1008.600","","3.500","-99.000","-99.000","-99.000","24.200","","22.200",""
"C0O900","2020-03-14 03:00:00","9.000","13.000","2.000","21.100","0.990","1013.400","","0.000","-99.000","-99.000","-99.000","21.800","","21.100",""
"C0AD00","2020-03-14 03:00:00","86.000","52.000","1.700","16.100","0.940","1009.500","","1.000","-99.000","-99.000","-99.000","16.500","","16.100",""
"C0AH00","2020-03-14 03:00:00","38.000","47.000","1.900","16.100","1.000","1014.200","","2.000","-99.000","-99.000","-99.000","17.000","","16.100",""
